caption,comments1,comments,likes,timestamp,url,collection date,timespan,time,wc,log(wc),post interval,pf,sf,sf_new,saturation,revenue,posts,person,plant,cluster1,cluster2,cluster3,pfr,sfr
"New horizons, here we come!

Untraversed roads, winding turns, and moments waiting to be discovered with friends.

Layer up for 2026 with Fabindia. The year has plans waiting to be unravelled.
.
.
.
#Fabindia #CelebrateIndia #CelebratingPeople #winterlayers #traveldiaries 

[Fabindia, Winters, Winter wear, Jackets, men’s jacket, travel diaries, woollen jacket, adventure, layering essentials, mountains, cosy layers]",82,82,3000,2025-05-29T07:45:00.000Z,https://www.instagram.com/p/DKOsWFayNAU/,16-03-2026,29-05-2025,223,21,3.091042453,1,1,3,4,16,4.577406962,9100,1,1,,1,1,2,3
"Set to celebrate. Explore seasonal hosting essentials. 

Available on www.westelm.in and in-stores.",41,41,3000,2025-05-21T07:50:00.000Z,https://www.instagram.com/p/DJ6GljgpPzF/,16-03-2026,21-05-2025,226,111,4.718498871,1,1,3,4,85,1.896388697,12300,0,1,,1,1,0,3
"Summer’25 New Arrivals

A soft escape into breathable cottons and lush monsoon tones.

Where easy layers, relaxed fits, and sun-smart essentials shape the feeling of a slow, open-sky afternoon.

Step into the ease. Explore the edit.

#Fabindia #Summer25 #NewArrivals #StoriesInCotton #CraftedForTheEveryday #VacationEdit #celebratingpeople #vacationedit #monsoondiaries",69,69,3000,2025-05-12T07:50:00.000Z,https://www.instagram.com/p/DJi7YDSyUDc/,16-03-2026,12-05-2025,231,14,2.708050201,1,3,3,4,206,3.177520687,9100,0,0,,1,0,0,3
"This is what happens when less is actually more.

@alvinwayne @sans.murs
@lxs_homes

#mycb2",71,71,3000,2025-03-23T07:30:00.000Z,https://www.instagram.com/p/DHiJXCDoMF-/,16-03-2026,23-03-2025,270,22,3.135494216,0,3,3,4,1,2.970377484,12300,1,0,,1,0,0,4
"Bedrooms that exceed all expectations.

@alvinwayne
@stagedtosellhome

#mycb2",94,22,346,2026-03-13T18:01:34.000Z,https://www.instagram.com/p/DV1TVWiAXGp/,16-03-2026,13-03-2026,1,49,3.912023005,0,1,4,4,50,2.515760157,4680,0,0,,1,1,7,4
"Soft, sleek, and timeless. Our Modern Silk Pillow adds a luxe layer to your living room or bedroom. 
Shop in stores or online at www.westelm.in",49,25,751,2026-03-09T08:41:29.000Z,https://www.instagram.com/p/DVqEgl9CTr2/,16-03-2026,09-03-2026,3,110,4.709530201,0,1,4,4,135,0,10350,1,0,,0,1,8,4
"Looking for an affordable piece to refresh your living room?

Our LIVE STYLE FOR LESS edit offers a curated selection of premium Danish designs at minimalist prices. 

Shop the edit via the link in our bio.",92,92,1631,2025-09-24T23:00:09.000Z,https://www.instagram.com/p/DPAJfn-jOva/,16-03-2026,24-09-2025,144,103,4.644390899,1,1,7,4,255,0,4680,1,0,,1,0,6,4
"Sleek lacquer meets rich wood in this modern media console.

Tap to shop now.",353,353,1710,2025-12-22T06:32:53.000Z,https://www.instagram.com/p/DSjklYyk1hQ/,16-03-2026,22-12-2025,53,21,3.091042453,0,1,5,4,48,3.580002124,12300,1,1,,0,1,7,4
"Curate joy this season with artful gifts inspired by the natural world.

Wall art, sculptures and soft furnishings crafted with character.

Featured gifts:
(01) Washed Linen bedspread
(02) Flora 6 vase
(03) Flora 8 Gallery
(04) Sweet Art candlestick
(05) Velvet leaf sculpture

#MindfulDesign #CraftedForComfort #FunctionalLuxury #DesignerLivingRoom

Tap the link in bio to explore our gift guide.",353,353,1725,2025-12-25T11:40:00.000Z,https://www.instagram.com/p/DSr2Nj_Adrk/,16-03-2026,25-12-2025,48,14,2.708050201,0,1,1,4,47,4.46590469,9100,0,0,,0,0,0,4
"Your moment in the sun is coming.

New outdoor collections designed for comfort. Made to last season after season.",240,240,1825,2025-10-01T12:30:00.000Z,https://www.instagram.com/p/DPRESXlCKsX/,16-03-2026,01-10-2025,133,61,4.127134385,0,1,2,4,61,0,9100,1,0,,1,1,1,4
"Set the mood with a warm glow and unique design with our Mid-Century Wood Lanterns. 

Get your own with the link in bio.",69,69,1855,2025-09-28T13:30:48.000Z,https://www.instagram.com/p/DPJc19Gk2_S/,16-03-2026,28-09-2025,138,98,4.59511985,0,0,2,4,34,5.157974,4750,0,1,,0,1,0,4
"Sculpted simplicity, timeless woodwork. The Hadley Sofa brings home quiet luxury.

Visit now or shop online at www.westelm.in",74,74,1888,2025-03-19T07:45:00.000Z,https://www.instagram.com/p/DHX362sSjkp/,16-03-2026,19-03-2025,275,28,3.36729583,0,1,1,4,64,4.159903888,12300,1,1,,0,1,2,4
"2026 colour trends look to warmth and individuality:

Warm neutrals introduce quiet sophistication
Earthy terracotta shades add depth and personality
Calming greens bring a fresh, restorative energy.

Click the link in bio to shop the rooms.",45,45,1894,2025-03-03T08:40:00.000Z,https://www.instagram.com/p/DGuxcQUy_Ge/,16-03-2026,03-03-2025,284,32,3.496507561,2,1,2,4,64,4.15049738,12300,0,1,,1,1,0,4
"Nature, captured by @helenachristensen .

The Flora collection spans art prints and sculptural pieces that translate organic forms into softly expressive compositions. Thoughtful accents that bring a sense of calm, texture and natural beauty to your space.

Discover Flora via the link in our bio.

#MinimalistHomeDecor #DesignForLiving #ContemporaryInteriorDesign #MindfulDesign",93,93,1922,2025-05-07T07:40:00.000Z,https://www.instagram.com/p/DJWCOk1ShBK/,16-03-2026,07-05-2025,238,18,2.944438979,1,1,0,4,60,3.19270875,9100,0,1,,0,0,3,4
"The brownstone bedroom. 

@stagedtosellhome

#mycb2",0,0,1930,2025-10-13T12:30:00.000Z,https://www.instagram.com/p/DPv943vgiZf/,16-03-2026,13-10-2025,118,52,3.970291914,0,1,5,4,60,4.660769496,12300,0,1,,0,0,1,4
"Indulge in the beauty of sustainably sourced mango wood with Reed’s minimalist frame. 

Discover the collection via the link in bio.",89,14,2316,2026-02-27T11:47:59.000Z,https://www.instagram.com/p/DVQp52fgilG/,16-03-2026,27-02-2026,6,48,3.891820298,0,1,2,4,93,5.010932028,12300,1,0,,0,1,0,4
"𝐓𝐡𝐞 𝐒𝐨𝐧𝐠 𝐨𝐟 𝐒𝐩𝐫𝐢𝐧𝐠, 𝐒𝐞𝐜𝐨𝐧𝐝 𝐕𝐞𝐫𝐬𝐞. 
𝑪𝒉𝒊𝒌𝒂𝒏𝒌𝒂𝒓𝒊 𝒊𝒏 𝑩𝒍𝒐𝒐𝒎.

A season painted in lavender, where the Ghaas Patti stitch comes alive like spring foliage in bloom, and silhouettes feel light as air.

A mother in her lavender kurta, her little one in a matching dress. Sunlight on their sleeves, laughter in the air, and spring stitched into every delicate detail.

Handcrafted by artisans, every piece is a celebration of timeless Chikankari and the beauty of togetherness.

Step into your nearest store or shop online to explore dresses, kurtas and more.
.
.
.
.
#Fabindia #CelebrateIndia #Chikankari #SongofSpring 
[Chikankari, Song of Spring, Lavender Love, Spring Style, Indian Wear, Ethnic Fashion, Kurta Set, Summer Dressing, Pastel Outfits, Mother Daughter Twinning, Handmade Craft]",89,89,2682,2025-05-18T07:15:00.000Z,https://www.instagram.com/p/DJyULWAzibC/,16-03-2026,18-05-2025,227,17,2.890371758,1,1,5,4,45,3.487813424,9100,1,0,,0,1,6,4
"Add elegant patterns, earthy tones, and artisanal craftsmanship to every meal with our Puebla Collection.

Shop online or in-store now.",75,75,2690,2025-12-25T09:04:40.000Z,https://www.instagram.com/p/DSrkVu-E89w/,16-03-2026,25-12-2025,48,20,3.044522438,0,3,3,4,20,3.760337597,12300,1,1,,0,1,0,4
"Crafted from Butterscotch marble, each bowl is one of a kind — naturally unique,
effortlessly elegant.

Shop now.",0,0,3000,2025-01-26T07:40:00.000Z,https://www.instagram.com/p/DFR9-KjoxwG/,16-03-2026,26-01-2025,330,23,3.17805383,2,1,3,4,1,4.652331359,12300,1,0,,0,1,1,4
"Our two-tiered Art Display Coffee Table brings mid-century style to your living room.

Shop newly added products on sale now at West Elm.",0,0,3000,2024-12-22T07:35:00.000Z,https://www.instagram.com/p/DD31mmWot_v/,16-03-2026,22-12-2024,367,19,2.995732274,5,1,3,4,1,4.545013436,9100,0,1,,1,0,3,4
"Sleek, modern, and built to last—meet the Axel Side Table.

Tap to shop now.",77,77,3000,2024-12-15T20:00:00.000Z,https://www.instagram.com/p/DDnJVZCysI-/,16-03-2026,15-12-2024,373,22,3.135494216,2,1,3,4,83,3.599694611,12300,1,0,,0,1,0,4
"The Song of Spring arrives with a breath of fresh air in a soft white palette, inspired by Cloud Dancer- a luminous shade that reflects calm skies, clarity and a sense of quiet renewal.

Chikankari blooms across silhouettes for women, men and kids through this serene shade of white.

From Bakhiya kurtas to delicately embroidered, intricately handwoven styles, we bring you the best of the season. 

Discover the timeless beauty of Chikankari with The Song of Spring.
.
.
.
#fabindia #celebrateIndia #Celebratingpeople #SongOfSpring #Chikankari
[chikankari, cloud dancer, spring white palette, handcrafted embroidery, bakhiya kurta, men’s chikankari, women’s chikankari, kids chikankari, indian craft, spring fashion, embroidered kurta, breathable cotton styles]",31,31,3050,2026-02-17T13:08:43.000Z,https://www.instagram.com/p/DU3DMYbEykr/,16-03-2026,17-02-2026,14,25,3.258096538,1,1,4,4,1,0,12300,0,0,,0,0,2,4
"Bring the beauty of nature indoors with the Flora collection by @helenachristensen . 

With new designs ranging from soft furnishings to sculptural objects, each of these nature-inspired accessories reflects Helena Christensen's eye for detail and love of organic forms.

Follow the link in bio to explore the full collection.

#LiveDanish #BoConcept #QuietLuxuryHome #MindfulDesign #CraftedForComfort",56,56,3050,2026-02-01T08:05:17.000Z,https://www.instagram.com/p/DUNTtRhjk35/,16-03-2026,01-02-2026,25,86,4.465908119,1,3,4,4,68,4.649448995,4750,1,1,,0,0,3,4
"Toast to good fortune and festivities. 

Complement your celebration with these elegant gold-scattered cocktail glasses.",0,0,3050,2026-01-21T19:00:48.000Z,https://www.instagram.com/p/DTx8hYNEuRs/,16-03-2026,21-01-2026,29,100,4.615120517,0,6,4,4,89,2.763630191,4680,1,1,,1,1,1,4
"Your Last Chance to Save Big on our curated pieces! Enjoy limited-time offers on your favorite items. 

Shop now.",87,87,3050,2026-01-19T15:04:58.000Z,https://www.instagram.com/p/DTslciWicTw/,16-03-2026,19-01-2026,30,50,3.931825633,1,7,4,4,179,2.002429237,10350,1,0,,1,1,7,4
"An island of curves and calm, the new Ø chair by Helena Christensen brings softness and sensuality to this minimalist living room. 

Shop the Ø lounge chair via the link in our bio.

-----------------

#ModernLivingRoom#QuietLuxuryHome #InteriorGoals",0,0,3050,2026-01-19T12:20:00.000Z,https://www.instagram.com/p/DTsSk_fk6c8/,16-03-2026,19-01-2026,30,21,3.091042453,0,1,4,4,1,5.245380739,12300,1,1,,1,1,2,4
"Mixed marbles, found objects, a little bit of pattern. Proof that collecting isn't clutter—it's character.

@stagedtosellhome
@den.styling
@labollastudio

#mycb2",58,58,3050,2026-01-17T12:40:00.000Z,https://www.instagram.com/p/DTnLSdhgSKg/,16-03-2026,17-01-2026,32,24,3.218875825,1,1,4,4,1,5.133899419,9100,0,1,,1,1,8,4
"Delight your guests with a salad plate that’s as exquisite as the delicacies it holds. 

Tap the link in our bio to shop for the essentials.",0,0,3050,2025-11-25T08:01:24.000Z,https://www.instagram.com/p/DReNNVJDtiI/,16-03-2026,25-11-2025,78,17,2.890371758,1,1,4,4,58,2.984147436,4750,0,1,,1,1,3,4
"Step inside @mfisher_nyc's sanctuary in the city, where the architecture of a pleated lampshade is just as impactful as the crown of the historic Woolworth Building outside the window.",0,0,3050,2025-08-27T12:30:00.000Z,https://www.instagram.com/p/DN28gBm0AoA/,16-03-2026,27-08-2025,171,17,2.890371758,0,1,4,4,1,4.887770425,9100,1,1,,1,1,8,4
"A cozy Christmas dinner table featuring our gingerbread collection. Celebrate away!🎄✨
Visit in-store or shop online at www.potterybarn.in",67,67,3050,2025-06-23T08:18:54.000Z,https://www.instagram.com/p/DLPICn4BpeP/,16-03-2026,23-06-2025,212,29,3.401197382,0,1,4,4,1,4.534141966,9100,0,1,,1,0,4,4
"A living room dressed in deep greens, winter whites, and soft gold bringing rustic elegance home this season. 🎄

 

Visit in-store or shop online at www.potterybarn.in",31,31,3050,2025-04-17T07:44:33.000Z,https://www.instagram.com/p/DIii2Y_SeYX/,16-03-2026,17-04-2025,246,26,3.295836866,3,1,4,4,1,0,9100,1,0,,0,0,0,4
"At west elm during India Design ID 2026, we were reminded that design isn’t just about objects — it’s about interaction.

Our space evolved into more than a showcase; it became a meeting point. A place where curiosity sparked dialogue, where details invited discovery, and where perspectives met and expanded. Watching designers, thinkers, and enthusiasts engage so openly reinforced something we deeply believe: creativity thrives in community.

#Design #TheLivingGallery #ModernCollectibles
#InteriorDesign #IndiaDesignID2026",37,37,3050,2025-03-27T08:22:04.000Z,https://www.instagram.com/p/DHsiczWSoDn/,16-03-2026,27-03-2025,262,22,3.135494216,1,1,4,4,1,4.75158791,9100,0,0,,0,1,2,4
"Hand-blown soda lime glass, contemporary silhouettes, and effortless charm. A refined touch for tables, mantels, and shelves. 
Shop in stores or online at www.westelm.in",52,52,3050,2025-03-10T08:00:00.000Z,https://www.instagram.com/p/DHAug3GomYK/,16-03-2026,10-03-2025,282,24,3.218875825,2,1,4,4,1,5.256878941,12300,0,1,,0,0,6,4
"Soft texture, bold detail. A pillow that pulls the whole room together.

Shop in stores or online at www.westelm.in",78,78,3050,2025-03-05T10:13:37.000Z,https://www.instagram.com/p/DG0FunGSCGA/,16-03-2026,05-03-2025,282,43,3.784189634,0,1,4,4,85,2.29079751,12300,1,0,,1,0,0,4
"Make your winter wonderland feel larger than life with the Faux Mixed Berries Wreath Garland. 

Shop now on www.potterybarn.in or in-stores.",29,29,3050,2024-11-22T07:35:00.000Z,https://www.instagram.com/p/DCqlupaSg3Q/,16-03-2026,22-11-2024,390,15,2.772588722,2,3,3,4,1,2.269041636,9100,1,1,,0,1,0,4
"At just 12, Pandi Ram Mandavi began learning the secrets of tribal woodcraft from his father and grandfather in Narayanpur, Bastar. What began as a child’s initiation into tradition soon became a lifelong devotion to craft and culture.

Today at 68, honored with the Padma Shri and affectionately known as the “Shilp Guru”, he stands as the torchbearer of Gond Muria artistry. From reviving Bastar’s wooden sculptures and embossed paintings to keeping alive the soulful Sulur flute, Mandavi has carved a language that speaks beyond borders.

“All credit goes to my father,” he shares, carrying forward a legacy that has outlived struggle, insurgency, and time itself.

From Narayanpur to Naples, his creations have travelled across continents, finding space in museum halls, luxury hotels, and cultural showcases. He didn’t speak the same language as his audiences, yet his art needed no translation.

By training more than 1,000 artisans, he has ensured that Bastar’s voice will never fade but will echo through every generation.

.
.
.
#fabindia #celebrateIndia #celebratingpeople",0,0,3050,2024-11-19T09:14:07.000Z,https://www.instagram.com/p/DCjCqFZS2q2/,16-03-2026,19-11-2024,394,15,2.772588722,2,1,3,4,1,2.260846017,9100,1,1,,0,0,3,4
"A soothing scent is perfect after a busy day. 

Shop the Alura Homescent Collection on www.westelm.in or in-stores now.",46,46,3050,2024-09-23T12:30:00.000Z,https://www.instagram.com/p/DAQn0anSK7Q/,16-03-2026,23-09-2024,427,25,3.258096538,0,2,3,4,1,3.675269953,12300,0,1,,1,0,2,4
"Lounge-worthy in every way. 

The Haven Leather Sectional is low, laid-back, and seriously comfortable—perfect for movie nights, mid-day naps, or just sprawling out in style.",0,0,3166,2025-11-29T08:03:32.000Z,https://www.instagram.com/p/DRogoeZjk1l/,16-03-2026,29-11-2025,73,3,1.386294361,1,1,0,4,22,5.2488,4750,1,0,,0,1,1,4
"From heritage details to modern comfort - the Chesterfield Sofa is designed to impress and
crafted to last. 

Shop now.",0,0,3172,2026-02-17T08:14:59.000Z,https://www.instagram.com/p/DU2hlEkk6IC/,16-03-2026,17-02-2026,14,110,4.709530201,0,1,2,4,50,4.163340274,4750,1,0,,0,1,1,4
"Form meets function. Our Shape Studies Vases double as sculpture—add botanicals or let them stand alone for an effortlessly bold statement. 
Tap to shop now!",88,88,3500,2026-02-10T08:15:57.000Z,https://www.instagram.com/p/DUkgFOMjnzX/,16-03-2026,10-02-2026,21,56,4.043051268,0,5,3,4,74,0,4750,1,0,,0,0,4,4
"Our Interior Designers decorated this Glasgow home with a mix of beige and brown shades with black accents. The result is an elegant look  with a practicality and cosiness that caters to modern family life. 

Want advice styling your home? Our Interior Designers are here to help via the link in bio.

-----------------

#ModernInteriorDesign #CosyLivingRoom #LuxuryFurniture",90,90,3500,2025-11-13T15:53:46.000Z,https://www.instagram.com/p/DRAJxUyiZ7-/,16-03-2026,13-11-2025,83,33,3.526360525,0,1,4,4,41,5.041194997,10350,0,1,,1,1,9,4
"Love is in the details—declutter and organize your space with the Douglas Dresser & Nightstand. With ample storage and timeless style, it’s the perfect way to create a cozy, clutter-free retreat for you and your Valentine. 

Shop now!",82,82,3502,2026-01-29T19:01:19.000Z,https://www.instagram.com/p/DUGi6DFknBW/,16-03-2026,29-01-2026,25,74,4.317488114,0,7,9,4,116,3.174563939,4680,1,0,,0,1,5,4
"Comfort meets timeless design for the holiday season. 

Shop the Textured Checker Pillow Cover online and in-stores now.",91,91,3503,2025-03-17T10:22:32.000Z,https://www.instagram.com/p/DHTASaPy6-F/,16-03-2026,17-03-2025,275,22,3.135494216,0,3,2,4,42,4.61384989,12300,1,0,,0,1,4,4
"Winter dressing is about getting the layers right.

I start with a cashmere shawl, soft, warm, and unmistakably premium. It sits lightly on the body yet delivers warmth that lasts through the day.

Handwoven wool jackets add shape and structure, while an Ajrakh printed top brings in texture and detail. Each layer works on its own, and even better together.

Simple, refined, and considered; winter dressing the Fabindia way.

What I’m wearing:
• Black & beige cashmere shawl and stole. 
• Wool thigh-length panelled jacket with band collar
• Handwoven wool panelled jacket
• Ajrakh printed Arcadian top

#Fabindia #CelebrateIndia #Celebratingpeople #CashmereShawl #WinterLayers",89,89,3505,2025-10-19T12:30:00.000Z,https://www.instagram.com/p/DP_amyagSyt/,16-03-2026,19-10-2025,113,20,3.044522438,1,4,2,4,9,4.944123,9100,1,1,,0,0,2,4
"The perfect gift for anyone who loves to add a touch of modern elegance to their home. 

Shop the Polishes Metal Vases on www.westelm.in and in-stores now.",89,89,3539,2026-02-11T13:35:12.000Z,https://www.instagram.com/p/DUnpdGtCSCL/,16-03-2026,11-02-2026,18,76,4.343805422,0,9,1,4,171,2.568730189,10350,1,1,,1,0,6,4
"Often called “soft gold,” cashmere is the ultimate expression of weightless warmth, harvested from the delicate undercoat of goats that roam the frost-shattered peaks of Central Asia.

This noble fibre takes its very name from the Kashmir region, the historic heart of the trade where centuries-old artisanal mastery first transformed raw fleece into the world’s most coveted textiles.

Its legendary status is owed to a fibre so incredibly fine it that it can be threaded through a ring, smoothly and it also creates a thermal embrace up to eight times warmer than wool, yet feels as ethereal as a second skin.

To wear it is to experience a heritage of absolute refinement—a rare, tactile indulgence that remains the gold standard of quiet, conscious luxury.

Fabindia takes great care to wrap and pack your cashmere shawls and stoles with love and care.
To us, these are pieces of art that will only improve with the passage of time.
.
.
.
.
#Fabindia #Celebratelndia #CelebratingPeople #Cashmere 
[cashmere shawls, cashmere stoles, soft gold fibre, natural undercoat, winter layers, heirloom pieces]",225,225,3773,2024-09-13T12:30:00.000Z,https://www.instagram.com/p/C_232WvSfAR/,16-03-2026,13-09-2024,435,57,4.060443011,1,2,5,4,74,4.768590143,12300,1,1,,1,0,0,4
"A bedroom so good, they'll want to extend their stay. It's the art of hospitality.",0,0,3777,2025-08-13T12:30:00.000Z,https://www.instagram.com/p/DNVeLDZBSx1/,16-03-2026,13-08-2025,182,11,2.48490665,1,1,12,4,2,4.208372335,9100,0,1,,0,1,8,4
"Intricate floral patterns and traditional stoneware make the Fez Dinnerware Collection a classic addition to your table - now on sale. 

Shop in-stores or online at www.westelm.in",90,90,3778,2024-11-04T13:27:04.000Z,https://www.instagram.com/p/DB83rkJSkyj/,16-03-2026,04-11-2024,405,24,3.218875825,0,1,8,4,1,0,12300,1,1,,1,0,4,4
"Every month we celebrate the style and individuality of our community. This time, cool-toned neutrals set the tone as the Ottawa dining chair makes a statement in two contemporary dining spaces.

For a refined look, @nyomi.kive opts for the Ottawa table and chairs, allowing the collections distinctive form to make statement in the calm, minimal scheme.

@cini_slowhome pairs Ottawa dining chairs with the Madrid table, drawing focus to sculptural silhouettes and architectural lines.

Tap the link in bio to shop the Ottawa collection.",0,0,3795,2025-11-29T18:01:30.000Z,https://www.instagram.com/p/DRpXUKqEsCT/,16-03-2026,29-11-2025,72,76,4.343805422,2,1,6,4,80,2.17401166,4680,0,1,,0,0,6,4
"In our recent Edinburgh project, our Interior Designers applied a singular colour palette, layered with soft bouclé, smooth ceramics, matte wood, and brushed metal finishes. Similar in shade but varied in texture, these elements work together to bring depth, warmth, and quiet drama.

Our experts are on hand to help turn your bedroom into a peaceful sanctuary. Follow the link in our bio for personalised advice.",45,5,207,2026-03-07T08:02:00.000Z,https://www.instagram.com/p/DVk2WZrisEw/,16-03-2026,07-03-2026,3,90,4.510859507,0,1,7,5,49,4.183705537,4750,0,0,,1,0,3,4
"When @lennykravitz was a child in New York City in the late 1960s, his family lived in a one-bedroom apartment where space was limited. But style was never compromised. “I lived in the bedroom as a child. My parents slept on a pullout couch that was in the living room,” he tells ELLE Decor. “And the apartment was really chic and interesting.” His mother worked in theater, his father was a news producer at NBC—as Kravitz puts it, “they were regular working folks” who created magic within modest means.

That early lesson in accessible style is woven throughout @kravitz_design's latest collaboration with @cb2—Kravitz’s most refined work yet and the culmination of a decade-long partnership that has redefined what affordable design can be.

At the link in our bio, engagement editor @julia.cancilla spoke with Kravitz about the new collection.",0,12,986,2026-03-03T08:02:26.000Z,https://www.instagram.com/p/DVajOusDdfm/,16-03-2026,03-03-2026,4,51,3.951243719,0,1,6,5,29,0,4750,1,0,,0,1,5,4
"This festive season, explore Pottery Barn for your corporate gifting. Reach out to us for bulk order inquiries.",75,75,2040,2025-01-16T19:20:00.000Z,https://www.instagram.com/p/DE5eKWgNJsi/,16-03-2026,16-01-2025,338,12,2.564949357,0,1,13,5,82,1.966685827,9100,0,0,,0,0,10,4
"Toast to a season of style. 

Add a touch of art deco glamor to your home bar with our Bleecker Collection.",83,83,2040,2024-11-01T07:45:52.000Z,https://www.instagram.com/p/DB0iP9XygXo/,16-03-2026,01-11-2024,412,20,3.044522438,4,1,14,5,17,2.092456743,9100,0,0,,0,0,10,4
"आई रे बसंत |
This Basant Panchami, celebrate ऋतु परिवर्तन and new beginnings with colours steeped in tradition.

From radiant yellow saris with zari detailing paired with classic two-tone jewellery, to delicately embroidered festive wear for kids, welcome spring with Fabindia. 
.
.
.
#Fabindia #Celebratelndia #CelebratingPeople #BasantPanchami

[Basant Panchami celebration, spring fashion India, yellow ethnic wear, handcrafted saris, zari work saris, festive Indian wear, kids festive outfits, Indian jewellery]",340,340,2042,2026-01-28T13:20:00.000Z,https://www.instagram.com/p/DUDksZ_AbbM/,16-03-2026,28-01-2026,26,22,3.135494216,0,1,3,5,60,5.195185486,9100,0,1,,0,1,1,4
"A new season is an invitation to simplify and the Santiago sideboard brings calm to everyday living. With clean lines, timeless wood finishes and considered storage, Santiago is designed to hide clutter and highlight what matters most.

Ready for a refresh? Shop Santiago via the link in our bio.

#FunctionalLuxury #ModernLivingRoom #DesignForLiving #ContemporaryInteriorDesign",86,86,2056,2026-02-17T15:04:15.000Z,https://www.instagram.com/p/DU3QaoDAXem/,16-03-2026,17-02-2026,14,28,3.36729583,0,0,11,5,54,3.913459459,9100,1,0,,1,0,0,4
"“Clean lines, comfort, and conscious craftsmanship that’s our design language.”
– @westelm_india 

Our Associate Sponsor @westelm_india is coming to Design Democracy 2025 in the Atelier Pavilion, bringing its signature mid-century modern style and sustainable sensibility to Hyderabad. Known for timeless furniture, layered textures, and ethical sourcing, the brand curates spaces that blend style with ease.

At this year’s showcase, experience highlights from their Summer 2025 collection, think seafoam palettes, vintage accents, and all-weather pieces designed to elevate indoor and outdoor living.

5th – 7th September | Hitex Exhibition Centre, Hyderabad

#WestElmIndia #MidCenturyModern #SustainableDesign #EverydayLuxury #SummerCollection2025 #DesignDemocracy2025 #DDExhibitor2025 #AtelierPavilion #HyderabadDesignWeek",59,59,2065,2025-08-29T08:15:22.000Z,https://www.instagram.com/p/DN7o2uaDAd3/,16-03-2026,29-08-2025,171,68,4.234106505,1,1,6,5,30,3.535764043,4750,1,0,,1,1,3,4
"An ode to Cabana Calm.

Rooted in Cabana printed motifs and touched by tropical ease, this cotton table linen brings quiet structure to everyday settings. 

Soft hues, relaxed detailing, and a mood that mirrors slow, sunlit mornings.

Shop the Collection online & in-store.

#FabindiaLiving #CabanaMotif #TropicalEdit #TableLinenStory #CraftedForTheEveryday #fabindia #homeliving #tabletopdecor #breakfast #tropical #printedtablecloth",84,84,2074,2025-06-05T07:25:00.000Z,https://www.instagram.com/p/DKgrnvsSEat/,16-03-2026,05-06-2025,217,32,3.496507561,1,1,2,5,52,0,9100,0,0,,0,1,1,4
"A curvy, inviting seat that swivels effortlessly—perfect for stylish, comfortable conversation. 

Visit the store to shop the Balboa Armchair or order online at www.potterybarn.in now!",0,12,2077,2026-03-12T17:02:09.000Z,https://www.instagram.com/p/DVyedfAijoz/,16-03-2026,12-03-2026,2,36,3.610917913,0,1,11,5,105,5.182076011,4680,1,1,,1,1,10,4
"The Bolzano sofa brings understated elegance to any space. 

As shared by @tysenn_interior, @soljasuutarinen and @atelier_compostelle, it's hard to resist the soft curves and strong presence of the Bolzano sofa.

Bring quiet luxury home with the Bolzano sofa when you follow the link in our bio.",37,37,2087,2026-01-26T18:00:40.000Z,https://www.instagram.com/p/DT-4V1DiFrL/,16-03-2026,26-01-2026,27,135,4.912654886,1,1,2,5,63,4.863612,4680,1,1,,0,0,3,5
"Bring on the charm, Libra.

@mif_design
@sevensenses_design
@foxwood.designco

#mycb2",0,0,2113,2025-12-01T08:01:05.000Z,https://www.instagram.com/p/DRtp8Mxjrbt/,16-03-2026,01-12-2025,69,199,5.298317367,1,4,3,5,13,0,4750,0,1,,1,0,4,5
"Every month we celebrate the style and individuality of our community. This time, we're inspired by minimalist coffee tables. 

With its slender silhouette, the Bornholm coffee table embodies simplicity and sophistication. @casa_calliolla uses two complementary heights to emphasise the curved tabletop and create an intimate atmosphere.

The Lugo coffee table is a versatile design piece thanks to its clean lines and a low profile. Styled here by @designby.se, it forms an understated backdrop for decorative objects and quiet relaxation.

Find a minimalist coffee table for your home via the link in our bio.

#LiveDanish #BoConcept #DesignForLiving #MindfulDesign",0,0,2691,2025-04-21T07:20:00.000Z,https://www.instagram.com/p/DIszOo7yufN/,16-03-2026,21-04-2025,242,74,4.317488114,1,1,4,5,1,4.813492,12300,1,0,,1,0,0,5
"Can’t wait for Black Friday? Neither can we! 

Stay tuned for exclusive deals on statement furniture, stunning lighting and more.",39,39,3100,2025-10-11T12:30:00.000Z,https://www.instagram.com/p/DPq0OgTExtR/,16-03-2026,11-10-2025,119,17,2.890371758,0,1,7,5,1,4.763188,12300,0,1,,0,0,2,5
"Your workday sees many versions of you.
So why should your outfit stay the same?

Introducing Write Your Own Code, where Fabindia at Work meets your code of styling.

Think sharp layers, soft drapes, and easy silhouettes that let every version of you show up confidently.

Today’s look?
The one that feels unmistakably yours.
.
.
.
#Fabindia #CelebrateIndia #Celebratingpeople #WriteYourOwnCode #Workstyle

[Fabindia at Work, Write Your Own Code, effortless style, modern classics, workwear edit, elevated essentials, versatile silhouettes, layering, handcrafted details, everyday elegance, Indian contemporary, smart dressing, office style, timeless fashion, comfort meets style]",0,0,3100,2025-09-16T12:30:00.000Z,https://www.instagram.com/p/DOqcbjACET2/,16-03-2026,16-09-2025,154,18,2.944438979,1,1,7,5,1,5.16883,9100,0,1,,0,1,6,5
